,Proliferation,Migration,Angiogenesis,Hypoxia
0,0.1033193184302492,-0.08629800069228773,-0.06533313468667622,0.04882411167447277
1,-0.06051427865716215,0.2580851677412189,0.3634277646344575,-0.12577486522231462
2,-0.11560702950406741,0.023083148194911765,-0.09118825566760207,-0.08521470369046523
3,0.021720551220488913,0.02522042520635539,0.14521620395979348,-0.10585486587072576
4,0.21080498118958452,-0.01844281289008988,-0.13860578772587032,-0.08119987589273685
5,0.3092068324698671,-0.036610778695783976,-0.18274802636667312,-0.05970408388570395
6,-0.04849825850896835,-0.03027850163783363,-0.04941881400795557,-0.027532319552395455
7,-0.06081708512382892,-0.007026934481333801,0.14301455154343676,0.0911390222433429
8,0.03167128952902505,0.04773484352767776,0.07565342250764513,-0.06689829313302599
9,-0.20191355364951144,0.010987866769306971,0.07359913309179808,0.08778924163917297
10,0.5123722441706214,-0.06750743216790205,-0.04307458491923556,0.029394155120092313
11,-0.1501518108967563,-0.08601910671609134,-0.06502429496739871,0.027108773915317238
12,-0.02572162750608637,-0.036147435054746845,0.015303389038515254,9.059407236924076e-05
13,-0.1225691255650002,-0.05033141379699113,0.0642019600511625,0.10441703639080638
14,0.5451496897531855,-0.09217983279496345,0.005936819520868497,0.06670253917759084
15,-0.20267309300405217,-0.017799157474814264,0.04277121587869584,0.11158703411088418
16,0.16373876057775505,0.0035209291135791443,-0.03375735388803078,-0.10006308635429527
17,-0.08972089091970269,-0.0006754205272554074,0.045012721582468815,-0.022119122699475392
18,-0.31432332915590167,0.21837263802940932,-0.3374247061136438,-0.17498246871698359
19,-0.09138776631409322,-0.28782105213006737,-0.6766640627090572,0.447394903741137
